Projects, Parent, Alias: Default, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Plan Type (Project), Aggregation (Project), Data Storage (Project), Formula (Project), Formula Description (Project), Plan Type (Plus), Aggregation (Plus), Data Storage (Plus), Formula (Plus), Solve Order (Plus), Formula Description (Plus), A_Customer, A_ProjectType, A_StartYear, A_StartMonth, A_IsClosed, A_Entity, A_BU, Operation
PLBDHMM1805129100,AllProject,Y百度本地广告三折页制作,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ee980b29-2d51-41b5-888c-11f169ea2c41,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1805129200,AllProject,百度天猫广告拍摄项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a329da30-8957-44c5-a95a-5763d5f3715a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHPR1806129300,AllProject,百度本地广告北京615会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e6188c7d-2052-4bd5-9c40-507851ddb26b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHPR1806130200,AllProject,百度本地广告广州607会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,23d64632-02d4-4dac-9c3c-93ac56988b87,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHPR1806130300,AllProject,百度本地广告广州613会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,20e90b60-2ac0-4db2-bffa-34d03c6fbede,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPPHCA1805133200,AllProject,Y18 不凡帝兼职理货员代垫工资-5月-内部报价20180613,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6ac5993c-847c-4d19-a563-451056dc6001,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHPR1806130000,AllProject,百度本地广告上海621会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f2b5ebb5-9c00-44b6-84a9-1501d48ce29b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHPR1806130100,AllProject,百度本地广告上海613会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,7caf40e3-b9b5-4f8c-b122-d69115e21b5c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIDMFSP1806129000,AllProject,2018年帝门店销活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,cdd7fbef-1d6d-4644-9f0a-130c095d8633,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1806123400,AllProject,可口可乐6-8月重点公园旺季周末促销活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,33e31075-57e4-49ba-a3ec-ab3bdacd5edc,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHRS1806128100,AllProject,家乐福吉列穿越火线Mega Event,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5ed6c873-971d-447b-b5ea-3f1b7c19e71a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1806123500,AllProject,纯悦中高考派发活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,885642f7-e89e-4fd9-b02b-5a526a066d17,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHSP1806128200,AllProject,雪碧纤维+赠饮推广活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,309e77ad-b29e-48d3-bbba-ed0c0ee6e53e,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1806128300,AllProject,雪碧纤维+盒马鲜生赠推广活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8f326617-90fc-49f1-895e-30c50da0d5e7,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHSP1806131100,AllProject,Y18世界杯百威上海夜场活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ab6ad3b0-73da-4dad-939a-99b08d151421,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806122900,AllProject,SMKT AMJ CF 家乐福周年庆 ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ff8a9b95-71f6-42d0-945c-4b9811dc5bfb,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806132100,AllProject,FY1718 AMJ HC Category PNT Mini Event,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f709877b-a51f-4b72-9d5c-2acdc6504ec8,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMWHSP1805121900,AllProject,箭牌理货员南区项目2018年5月-短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,91992571-be7a-404e-99e2-911a444c1252,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1806133000,AllProject,Y18联合利华6月自然工坊活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,692f3d84-5ef2-41d8-a58f-7825c5520696,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1806133100,AllProject,Y18百度糯米5月北京会销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,576411b3-dc5a-40ef-abfa-3214626c35ba,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1805124600,AllProject,FY1718-AMJ-PNT-1718 AMJ PNT Ginza Project,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a3132415-6eca-4922-b2eb-c63f368901d3,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHRS1806125600,AllProject,2018哈啤学区电竞比赛,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4b010f07-8faf-4f7d-b4b6-50944477e836,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHRS1806128400,AllProject,百威中区fifa飞行队,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,06fc3cd9-ec8e-403d-877a-433cdc5ca740,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MHMKHRS1805128000,AllProject,康师傅亚塔骑金汤布展,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f061a416-b060-4150-8dd9-9c646b975ced,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVSDHOT1806126000,AllProject,5月-奥森多经销商服务管理项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,2c24281b-d3dd-4310-9fa2-af63925c36a1,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVJJHOT1806127000,AllProject,5月-强生经销商服务管理项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,dcd33e83-9b78-4246-a36e-b0e54e18cce3,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIJHHRS1805123600,AllProject,2018年5月启初南京儿童艺术节路演项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,d0ad80d2-f226-47fb-bc9c-a2fcc87115db,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806125500,AllProject,FY1718 Aussie AMJ Mini Event,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,c7f7ab96-ba78-4b86-b1e4-704371a82b1b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHRS1805080200,AllProject,FY1718 YH 5月母亲节middle Event,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,3e8a1f92-6602-43f9-a4f5-4143afb1a260,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHRS1806121600,AllProject,2018哈啤小篷车巡游活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,aef91278-1e4a-4ff5-b81b-1c3823903e35,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIMKHSP1806122500,AllProject,康师傅方便面2018.6兰州试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,82d3814d-4ac5-4031-949f-ed72b56456d8,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHSP1806122700,AllProject,Y18百威永辉啤酒节世界杯临促活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4c2ba3fc-51cb-4d72-b495-09f2ea6bf6f0,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIXZHSP1806123200,AllProject,Y18新臻元麦德龙活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,878a4248-b5bf-4727-ace5-27ec771bd12a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806123000,AllProject,SMKT Annual SAMs Sams ISP Jun campaign,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,302c848d-2a8f-43c7-91f4-4b1dcd700b32,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806123100,AllProject,RKA MJ 18 KCP ISP strengthen plan,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f777f4c8-5dda-4e2a-838e-f31240203138,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806122800,AllProject,SMKT AMJ YONGHUI 永辉第一集群妈妈是超人X永辉沐浴节 ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,25f401a7-5407-4cd5-8e8b-e98771c52123,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMWHSP1806123300,AllProject,Y18玛氏淡季P6NKA新开店活动-东区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6a146b46-cfe1-4e2b-bbc1-4de25d3b52ab,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLACHSP1806111700,AllProject,2018  安佳6月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,814425e5-1ff4-4707-b361-59680343668f,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIYKHSP1806120700,AllProject,养乐多2018年店内试饮短促项目-6月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0f3535bb-6adb-454e-b9d1-0dde1109a598,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSHMXSP1806122600,AllProject,2018年盒马店内人员管理项目-6月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,29929615-1f80-4822-b59e-dc6e502513cb,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIHSHRS1805122000,AllProject,韩束屈臣氏上海520小型路演项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5ed47af5-c08d-4526-b7e9-16255b08442a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806122100,AllProject,FC AMJ 618 event,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,48b4eac3-5d35-4db5-bf56-477d5a943a02,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIKBCSP1806122400,AllProject,金佰利2018年6月短促管理项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,82ebc489-8bf1-4d37-b72f-8e6c2a1dc23b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIABHSP1806122300,AllProject,Y18雅培全安素山姆店内促销长促-6月短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,dd4839fc-4fb1-468d-834c-ba6e58ac1459,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1806120500,AllProject,百事北区2018年6月桂格活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8993b084-88ad-4fcb-b6de-0a144061b0f7,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIQDHSP1806113100,AllProject,Y18强生大宝小龙女项目-6月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ca006f3c-c67e-4214-8c54-a7e3dd5972a2,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1806117800,AllProject,18联合利华清扬植觉6月店内促销,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9ff2c1af-b8d6-4382-b6ab-6e295e9c64a4,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBDHCA1805121800,AllProject,百度糯米5月电销礼品代垫,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ecc63641-640e-4d39-b8af-96f1b013dcd8,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIWALSP1806122200,AllProject,和路雪UP团队全面管理项目-6月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,c800805e-8c7c-404d-a68c-7bd945f505ea,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIUNLSP1806115400,AllProject,Y18 联合利华 6月新清扬世界杯活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,12861779-3c2d-400d-bc0e-cfaaad04d99f,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806118800,AllProject,SMKT AMJ North Region RR World Cup Male MBCI campaign ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,274de51b-51d3-4b36-9f57-cac5e561e04e,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806121000,AllProject,FY1718 AMJ HC Jun Trial X event,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,d9731604-be15-4c74-b52d-b1ff6af0ad79,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSWHHMM1805113000,AllProject,2018华为包店Q2,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b2efe32a-f52c-4ff7-b330-0899c54d5a1b,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1806121700,AllProject,2018年百事南区乐事6-7月免品试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6391192b-b2e1-4810-ab12-8db33e0b8e1e,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMWHSP1806121500,AllProject,Y18玛氏淡季P6MM辣花生派样试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,59efe07a-f316-41bd-a108-686ebfc053c3,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMJHCA1806120900,AllProject,2018年美赞成代垫门店管理费,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,370e35de-9b0d-4eff-8ce8-1f4bb56a6ea2,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1806120800,AllProject,Y18 百事西区6月桂格试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b03f197b-4005-4a1a-a488-eb95a2206e30,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSGCHRS1806120600,AllProject,广东省促进会会议,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,2bd5b38e-c249-4a23-a2e1-e856eae23119,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIWALSP1806113400,AllProject,和路雪2018年PMR管理项目短促,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,67cdebd1-7966-4885-b6c0-da05dec77060,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806118700,AllProject,SMKT AMJ RTMart RT World Cup Male MBCI campaign ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,d50173a7-aa96-42f2-87c2-4387338e31b9,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806118900,AllProject,SMKT AMJ Walmart WM World Cup Male MBCI campaign POSM ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9f82be82-a354-46bf-9e05-1ff51ad58e3d,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806119200,AllProject,SMKT AMJ CF CRF World Cup Male MBCI campaign ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,2d847779-cce5-472c-8824-75551f65a637,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806119100,AllProject,SMKT AMJ YONGHUI YH World Cup Male MBCI campaign ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b7c97915-288a-4e64-8626-d888ade1e471,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806119000,AllProject,SMKT AMJ RTMart RT World Cup Male MBCI campaign ISP(东区),false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4c5e577d-2447-4665-bd54-d1f54f4e04a7,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIGSKOT1806119600,AllProject,Y18 GSK 共享促销员-6月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,bd88c4b5-1694-43d9-b799-a2f7ad139851,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHSP1806117600,AllProject,2018年6月欧莱雅短促SID活动-男士,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e5738952-0da5-46ce-8755-46370b745dc3,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHRS1805109300,AllProject,百威FIFA飞行队巡游,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,1825e147-284e-444f-af14-c4a419a4ab2c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHSP1806117700,AllProject,2018年6月欧莱雅短促in store demo 男士,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,26521b1b-9345-4bd1-8ee6-806787c23695,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHSP1806117500,AllProject,2018年6月欧莱雅短促SID活动-洗护,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8a73a05a-bea1-4a0b-8d7a-d4d241b71173,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHSP1806116800,AllProject,2018年6月档短促SID-男士 沃尔玛,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0a03270b-b010-47e6-a264-e17757da18c5,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSCCHRS1805109200,AllProject,可口可乐5-6月定制机巡游活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e0224091-831a-41ab-b5c7-2094fe657829,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806118500,AllProject,SMKT AMJ North Region BJHL World Cup Male MBCI campaign ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,2c802dde-1794-4aaa-afaa-86e5f60522cd,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806118600,AllProject,SMKT AMJ North Region Wumart World Cup Male MBCI campaign ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,c0e6911f-475c-42e4-a876-9a0a382d7457,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHSP1806119300,AllProject,SMKT AMJ CRV Tesco CRV 世界杯 Campaign ISP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,7f147ecc-6538-4c02-ad52-b1d4cee848a1,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIDMFCA1806119500,AllProject,2018帝门彩色LOGO保温杯物料代垫,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ede46893-e60a-4c97-bd7c-e6c610e2d708,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHRS1805114400,AllProject,2018哈啤常规啤酒花园活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e9547259-0cb0-496d-807a-48e06bc1ad0c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHOT1806113200,AllProject,2018哈尔滨啤酒微信官微全年运营计划,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,08960464-c0a5-4fbc-bc71-dca61fcb8f90,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WILPHSP1806116900,AllProject,2018年6月档短促SID-洗护 沃尔玛,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,41a35c8f-51e0-4080-8bdf-53cbe61541ed,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHOT1805114500,AllProject,百威山东中餐食街巡游活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ce9efba1-ecb5-4b1e-8697-3ae92bad1659,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSLXHMD1805116000,AllProject,2018年5-6月卡士店检,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9a00938c-92ce-4387-92a1-3cd3a870b290,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MHMKHPR1805113500,AllProject,康师傅长春马拉松,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5163d0db-b280-4f30-99b2-be0c22ba412f,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MHMKHPR1805111500,AllProject,康师傅小小排球训练营,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8b26d239-11e6-4c57-9103-b44650fcfd21,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MHMKHPR1805113600,AllProject,康师傅上海亲子跑,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,eef14542-2741-43a6-9640-6bc6a8eb7aed,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMWHSP1805111800,AllProject,箭牌理货员南区项目2018年5月,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,00ceaeff-aa7f-47a7-9271-8d1dd3223a2c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMWHSP1805107800,AllProject,2018箭牌P5-P7沃尔玛弹立方活动-南区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6efa3036-9fa9-4d59-ab96-bcd1454ed03e,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHSP1806111000,AllProject,Y18百威6-7月啤酒节华润旺季临促活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5049bd41-56bb-40d2-84c4-1ce3b3507698,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSDAHSP1804085100,AllProject,2018年4月达能冰冻人项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5c9c323a-bf2c-4c45-9024-d07bc0bcf639,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMWHSP1806114100,AllProject,Y18玛氏淡季P6脆香米试吃活动-东区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9e4f9630-1cdb-48fc-83c1-80e468e56b3a,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIJBDRS1805112200,AllProject,京东海洋公园荷兰节美素佳儿落地活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,4edc8ec0-86de-4606-b978-770ee1591809,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1805113300,AllProject,Y18 百事东区6-8月桂格试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,486c1987-85cc-4384-9de5-de8eb178e7c2,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHRS1806107700,AllProject,FY1718 BO Ecom 天猫618快闪店Event,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f7250500-b615-44cd-83b8-c0a59e5d9cf7,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
RCFRHHR1806111206,AllProject,费列罗CVS理货项目-6月_6,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ea987c02-f05e-4e51-b611-89a034095305,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVSDHOT1805112000,AllProject,4月-奥森多经销商服务管理项目,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,16171294-332e-4ee0-a67f-5ecacf22c88e,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
HVHEHST1806112106,AllProject,Y18好时淡季长促（6月）_6,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,7ee00fc2-a6c8-4b81-8796-41b5f179a897,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMWHSP1806112400,AllProject,P6CXM脆香米&MM's辣花生活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,44105573-3c0c-4dee-8ad8-a306f1304eb2,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
PLBWHRS1805112300,AllProject,百威FIFA镇区活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6734a396-7934-42fd-ba1a-9e65ccfa50b7,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1806111600,AllProject,2018年百事南区桂格6月免品试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,7c060ceb-a0db-4685-b633-12e2050c2c28,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MHMKHCD1805111400,AllProject,康师傅高汤桶面专区设计,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,c19f0d7d-c819-454c-b7bc-d661bea6361c,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1805109100,AllProject,Y18 百事东区6-7月多力多滋周末试吃活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,d74b96b9-faa2-4809-a038-4b4727281415,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WIPEHSP1805109000,AllProject,Y18 百事东区6-7月世界杯试吃路演活动,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,8828f559-fd7a-4b44-a65e-538e2ce5d1da,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
WITSHHR1806075106,AllProject,陶氏杜邦DG人事外包项目-6月_6,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b5e9285e-a00a-4aa3-bbe3-fe307ff24c50,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSPGHCA1805111100,AllProject,2018年5月-PCS  SPOC  College会议,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,dd4b9775-d723-4d22-af54-301d06c153ac,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MHMKHCA1805111300,AllProject,2018康师傅永辉抽奖,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,195e7312-9c7d-45f4-a3a3-26ca6ad851a4,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MHMKHPR1805106300,AllProject,2018康师傅汤大师布展,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,94058dab-5ed6-4c15-a274-cc4ecee256a1,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
MSMWHSP1805110000,AllProject,2018年箭牌P5-7沃尔玛弹立方客户定制活动-东区,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,98fbdddc-6478-499e-b0fa-b378ee27f4fc,true,+,never share,<none>,,true,+,never share,<none>,0,,,,,,,,,
